region_id,region_nombre,comuna_id,comuna_nombre,total_votos_1era,votos_boric,votos_kast,votos_artes,votos_parisi,votos_meo,votos_sichel,votos_provoste,opcion,total_votos_pleb,voto_apruebo,voto_rechazo,participacion,dif_1era_pleb
3005,DE VALPARAISO,2577,OLMUE,7980,1925,2624,101,893,561,1000,760,APRUEBO,8031,5984,1997,.49816895,-51
3010,DE LOS LAGOS,2726,OSORNO,67989,14256,21365,838,9914,3309,7717,9994,APRUEBO,70256,51694,18202,.4907693,-2267
3004,DE COQUIMBO,2536,OVALLE,37278,8759,7746,420,7709,2764,3734,5570,APRUEBO,40319,34181,5898,.43821231,-3041
3013,METROPOLITANA DE SANTIAGO,2808,PADRE HURTADO,24852,7120,5178,418,3527,3123,2775,2626,APRUEBO,26116,22498,3501,.60788989,-1264
3009,DE LA ARAUCANIA,2686,PADRE LAS CASAS,25977,4409,9271,265,4368,1852,2511,2982,APRUEBO,24121,16892,7020,.4157792,1856
3004,DE COQUIMBO,2530,PAIHUANO,2117,576,488,37,277,146,274,289,APRUEBO,2414,1958,442,.46915269,-297
3014,DE LOS RIOS,2816,PAILLACO,8540,1428,3333,94,1226,333,801,1171,APRUEBO,7673,5434,2188,.40315458,867
3013,METROPOLITANA DE SANTIAGO,2799,PAINE,27202,7020,8428,266,3212,2099,2743,2699,APRUEBO,27951,22637,5141,.5300076,-749
3010,DE LOS LAGOS,2736,PALENA,811,160,307,7,57,20,81,157,APRUEBO,636,422,202,.27167878,175
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,2607,PALMILLA,4568,819,1127,39,469,275,671,1231,APRUEBO,4336,3500,822,.42087379,232
3014,DE LOS RIOS,2817,PANGUIPULLI,13540,2368,4900,169,1836,906,1329,1954,APRUEBO,12449,8572,3697,.35900176,1091
3005,DE VALPARAISO,2572,PANQUEHUE,3330,714,870,28,711,229,331,389,APRUEBO,3588,2858,718,.56380475,-258
3005,DE VALPARAISO,2555,PAPUDO,3639,869,904,34,458,195,658,497,APRUEBO,3499,2780,701,.62006027,140
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,2601,PAREDONES,3094,634,752,24,217,155,523,708,APRUEBO,2471,1974,467,.37102103,623
3007,DEL MAULE,2637,PARRAL,16710,2752,6504,109,1551,829,2552,2394,APRUEBO,14897,10252,4520,.39432812,1813
3013,METROPOLITANA DE SANTIAGO,2778,PEDRO AGUIRRE CERDA,44712,17001,7558,1402,3541,5661,4531,5048,APRUEBO,55710,48614,6787,.58555806,-10998
3007,DEL MAULE,2617,PELARCO,3693,549,1127,29,561,248,528,595,APRUEBO,3391,2589,783,.38640431,302
3007,DEL MAULE,2624,PELLUHUE,4123,692,1813,34,274,179,499,531,APRUEBO,2917,1944,952,.39511865,1206
3016,DE ÑUBLE,2830,PEMUCO,3407,424,1364,20,390,172,423,574,APRUEBO,2880,1935,924,.35391048,527
3007,DEL MAULE,2618,PENCAHUE,4883,634,1686,24,584,269,656,936,APRUEBO,4169,2928,1219,.40744722,714
3008,DEL BIOBIO,2648,PENCO,21131,4384,4823,296,4424,1651,1798,3466,APRUEBO,23135,18663,4342,.54977643,-2004
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,2608,PERALILLO,4275,915,1092,40,392,273,772,921,APRUEBO,4540,3608,911,.45158082,-265
3009,DE LA ARAUCANIA,2687,PERQUENCO,3005,383,1251,36,456,185,174,458,APRUEBO,2553,1778,757,.3850098,452
3005,DE VALPARAISO,2556,PETORCA,4167,1175,671,54,742,374,361,712,APRUEBO,4639,4146,458,.49721029,-472
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,2590,PEUMO,6030,1500,1260,84,791,505,770,985,APRUEBO,6230,5355,843,.48911077,-200
3013,METROPOLITANA DE SANTIAGO,2809,PEÑAFLOR,37241,10887,7694,599,5103,4264,4229,4238,APRUEBO,43190,36889,6127,.59855443,-5949
3013,METROPOLITANA DE SANTIAGO,2779,PEÑALOLEN,95351,30779,19448,1664,7114,9789,14947,11182,APRUEBO,115226,96529,18088,.59668112,-19875
3001,DE TARAPACA,2507,PICA,2565,403,758,27,743,100,203,305,APRUEBO,2435,1769,646,.44413918,130
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,2591,PICHIDEGUA,6951,1541,1614,83,745,464,1138,1232,APRUEBO,6471,5350,1080,.39159948,480
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,2596,PICHILEMU,8375,2204,1996,113,746,553,1602,1173,APRUEBO,7618,6173,1407,.49362525,757
3016,DE ÑUBLE,2831,PINTO,5421,578,2626,34,446,256,726,457,APRUEBO,4300,2235,2014,.38996279,1121
3013,METROPOLITANA DE SANTIAGO,2791,PIRQUE,12771,3587,3614,151,849,1025,1992,1504,APRUEBO,13102,10055,2994,.60038644,-331
3009,DE LA ARAUCANIA,2688,PITRUFQUEN,10130,1573,4487,82,1077,572,974,1241,APRUEBO,8567,5566,2947,.3764551,1563
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,2609,PLACILLA,3799,643,977,47,636,282,580,722,APRUEBO,3945,3222,703,.48595715,-146
3016,DE ÑUBLE,2839,PORTEZUELO,2718,308,1068,23,207,116,371,574,APRUEBO,2038,1420,606,.35359499,680
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,2753,PORVENIR,2328,761,581,18,245,193,166,304,APRUEBO,1866,1539,321,.30311891,462
3001,DE TARAPACA,2503,POZO ALMONTE,5155,544,1260,58,2049,276,229,664,APRUEBO,4846,3730,1076,.40645543,309
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,2754,PRIMAVERA,313,63,66,4,51,46,31,43,APRUEBO,253,218,35,.2,60
3013,METROPOLITANA DE SANTIAGO,2780,PROVIDENCIA,94616,28918,30146,830,1301,2059,22138,10293,APRUEBO,94109,60130,33672,.55237192,507
3005,DE VALPARAISO,2545,PUCHUNCAVI,8870,2319,1920,126,1357,793,1357,907,APRUEBO,8659,7244,1372,.56753033,211
3009,DE LA ARAUCANIA,2689,PUCON,12280,2900,4592,136,1352,593,1595,1089,APRUEBO,11375,8176,3140,.41495457,905
3013,METROPOLITANA DE SANTIAGO,2781,PUDAHUEL,81043,26748,15261,2028,8610,10563,8815,8275,APRUEBO,99725,87139,12162,.5832215,-18682
3013,METROPOLITANA DE SANTIAGO,2790,PUENTE ALTO,190892,68855,33878,4072,19335,22293,23319,18237,APRUEBO,232278,204801,26598,.57821113,-41386
3010,DE LOS LAGOS,2707,PUERTO MONTT,87812,18860,28790,1209,14459,5555,9453,9339,APRUEBO,88316,65567,22314,.47778615,-504
3010,DE LOS LAGOS,2727,PUERTO OCTAY,4117,651,1245,42,645,201,318,956,APRUEBO,3591,2623,945,.40366662,526
3010,DE LOS LAGOS,2715,PUERTO VARAS,23122,4459,9205,191,2150,897,3841,2276,APRUEBO,21854,14005,7734,.5279308,1268
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,2610,PUMANQUE,1929,356,534,27,125,133,346,383,APRUEBO,1574,1222,342,.40735942,355
3004,DE COQUIMBO,2539,PUNITAQUI,4131,819,682,31,1244,262,296,709,APRUEBO,4183,3627,505,.39518803,-52
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,2747,PUNTA ARENAS,56596,17375,15589,537,7174,5482,4782,4993,APRUEBO,54128,42928,11009,.44044715,2468
3010,DE LOS LAGOS,2721,PUQUELDON,1247,299,287,14,293,83,102,217,APRUEBO,1194,1051,130,.25925925,53
3009,DE LA ARAUCANIA,2703,PUREN,5341,615,2644,49,405,230,398,924,APRUEBO,4289,2657,1583,.35174847,1052
3010,DE LOS LAGOS,2728,PURRANQUE,8990,1317,3456,79,1082,426,882,1691,APRUEBO,7891,5168,2655,.39817953,1099
3005,DE VALPARAISO,2573,PUTAENDO,6546,1807,1382,119,944,536,628,1031,APRUEBO,7246,6222,968,.52276498,-700
3015,DE ARICA Y PARINACOTA,2824,PUTRE,2000,179,658,20,648,88,91,268,APRUEBO,1075,719,346,.19337414,925
3010,DE LOS LAGOS,2729,PUYEHUE,5098,753,1790,42,598,267,413,1151,APRUEBO,4693,3208,1432,.40965432,405
3010,DE LOS LAGOS,2722,QUEILEN,2403,493,520,29,315,117,212,663,APRUEBO,1494,1320,168,.24681345,909
3010,DE LOS LAGOS,2723,QUELLON,8780,1748,2123,111,1747,441,694,1660,APRUEBO,8657,6745,1804,.38340867,123
3010,DE LOS LAGOS,2724,QUEMCHI,2865,587,789,30,345,145,291,596,APRUEBO,2324,1922,377,.25908989,541
3008,DEL BIOBIO,2668,QUILACO,1868,235,668,11,233,79,194,409,APRUEBO,1554,1122,408,.36521739,314
3013,METROPOLITANA DE SANTIAGO,2782,QUILICURA,68155,22630,12966,1468,8671,8281,8028,6869,APRUEBO,84048,73637,10120,.60449457,-15893
3008,DEL BIOBIO,2669,QUILLECO,3930,410,1479,43,675,244,399,572,APRUEBO,3240,2203,998,.34794286,690
3016,DE ÑUBLE,2832,QUILLON,6696,839,2479,71,970,420,827,996,APRUEBO,5913,4072,1793,.38458034,783
3005,DE VALPARAISO,2558,QUILLOTA,36540,9253,9930,565,5680,3009,4514,3514,APRUEBO,39004,30871,7933,.51720047,-2464
3005,DE VALPARAISO,2575,QUILPUE,70864,20664,19868,1076,8243,5615,8711,6164,APRUEBO,74059,57470,16247,.55508631,-3195
3010,DE LOS LAGOS,2725,QUINCHAO,2535,712,515,25,276,127,191,626,APRUEBO,2989,2536,416,.32344985,-454
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,2592,QUINTA DE TILCOCO,5892,1464,1441,72,810,420,784,782,APRUEBO,6460,5504,929,.50957483,-568
3013,METROPOLITANA DE SANTIAGO,2783,QUINTA NORMAL,44987,15938,9933,1068,3301,5075,5451,4830,APRUEBO,55219,46729,8235,.53739041,-10232
3005,DE VALPARAISO,2546,QUINTERO,12384,3085,2997,186,2289,1281,1237,1165,APRUEBO,12943,10452,2400,.53327554,-559
3016,DE ÑUBLE,2835,QUIRIHUE,5198,758,1357,43,595,243,703,1337,APRUEBO,3986,3159,781,.36387745,1212
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,2579,RANCAGUA,95497,25657,22656,1142,16111,7907,11856,9010,APRUEBO,107084,87494,19154,.55013597,-11587
3016,DE ÑUBLE,2840,RANQUIL,2765,356,991,19,362,144,321,508,APRUEBO,2199,1505,672,.39523551,566
3007,DEL MAULE,2629,RAUCO,4389,602,1474,37,528,383,567,722,APRUEBO,4217,3230,956,.43388855,172
3013,METROPOLITANA DE SANTIAGO,2784,RECOLETA,60588,21857,13211,1547,4627,6375,7211,6495,APRUEBO,76388,64286,11667,.52851939,-15800
3009,DE LA ARAUCANIA,2704,RENAICO,4345,445,1755,35,792,259,385,576,APRUEBO,3745,2640,1080,.39412445,600
3013,METROPOLITANA DE SANTIAGO,2785,RENCA,50548,16061,8927,1280,6237,7297,4860,5984,APRUEBO,65224,57657,7237,.5544982,-14676
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,2593,RENGO,23107,5573,5562,298,3461,2182,2540,3322,APRUEBO,24849,20433,4264,.51503658,-1742
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,2594,REQUINOA,11619,2120,3401,107,2143,909,1380,1398,APRUEBO,12078,9428,2590,.53260726,-459
3007,DEL MAULE,2638,RETIRO,6941,908,2962,55,737,400,1226,933,APRUEBO,5206,3583,1566,.30341008,1735
3005,DE VALPARAISO,2551,RINCONADA,5217,1097,1389,63,863,375,644,710,APRUEBO,5434,4365,1036,.5910821,-217
3014,DE LOS RIOS,2821,RIO BUENO,13158,2106,5283,150,1673,583,1380,2025,APRUEBO,11648,7935,3613,.31130782,1510
3007,DEL MAULE,2619,RIO CLARO,5579,856,1688,60,726,433,820,827,APRUEBO,4797,3733,1017,.4121035,782
3004,DE COQUIMBO,2540,RIO HURTADO,1789,327,365,20,326,124,195,396,APRUEBO,1638,1353,266,.34797442,151
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,2746,RIO IBAÑEZ,1385,287,464,11,112,69,161,227,APRUEBO,932,637,287,.32541069,453
3010,DE LOS LAGOS,2730,RIO NEGRO,6339,891,2158,50,827,290,703,1314,APRUEBO,5288,3616,1635,.39922979,1051
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,2749,RIO VERDE,258,52,101,0,31,29,26,17,APRUEBO,183,124,58,.23735408,75
3007,DEL MAULE,2630,ROMERAL,6510,1049,2145,62,731,462,896,1045,APRUEBO,6344,4558,1748,.46134755,166
3009,DE LA ARAUCANIA,2690,SAAVEDRA,5200,760,1581,106,535,406,453,1183,APRUEBO,4021,2960,1000,.30882579,1179
3007,DEL MAULE,2631,SAGRADA FAMILIA,7274,1303,1966,72,992,557,974,1466,APRUEBO,7659,6256,1335,.48458958,-385
3004,DE COQUIMBO,2535,SALAMANCA,9979,2134,2017,141,2512,577,832,1610,APRUEBO,10523,8984,1470,.45095161,-544
3005,DE VALPARAISO,2563,SAN ANTONIO,39156,11916,6985,1032,5905,4312,3455,5075,APRUEBO,44040,38969,4939,.56062943,-4884
3013,METROPOLITANA DE SANTIAGO,2796,SAN BERNARDO,98188,29945,23430,1693,11002,11294,10205,10008,APRUEBO,119822,101585,17606,.52289832,-21634
3016,DE ÑUBLE,2842,SAN CARLOS,19368,3118,7864,161,2335,941,2391,2526,APRUEBO,18120,12268,5729,.38169694,1248
3007,DEL MAULE,2620,SAN CLEMENTE,14610,2687,4207,134,2256,1105,1749,2607,APRUEBO,14892,11647,3102,.40081611,-282
3005,DE VALPARAISO,2552,SAN ESTEBAN,8402,1726,1816,93,1793,594,1006,1240,APRUEBO,8639,7115,1462,.57851297,-237
3016,DE ÑUBLE,2845,SAN FABIAN,2338,394,805,14,281,97,308,392,APRUEBO,1898,1367,512,.39000207,440
3005,DE VALPARAISO,2569,SAN FELIPE,29535,7691,7542,425,5113,2200,3253,3280,APRUEBO,33389,27101,6123,.55515587,-3854
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,2602,SAN FERNANDO,30442,7173,8385,372,4055,2136,4240,3836,APRUEBO,33308,26045,7135,.5304786,-2866
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,2750,SAN GREGORIO,249,52,95,0,33,27,32,5,APRUEBO,205,130,74,.22752497,44
3016,DE ÑUBLE,2833,SAN IGNACIO,6222,730,2504,59,619,389,892,906,APRUEBO,4950,3255,1648,.34287301,1272
3007,DEL MAULE,2639,SAN JAVIER,15983,2718,5319,135,2139,979,2086,2501,APRUEBO,15427,11301,4022,.3958419,556
3013,METROPOLITANA DE SANTIAGO,2786,SAN JOAQUIN,39456,14987,6971,940,3048,4249,4379,4406,APRUEBO,48221,41800,6210,.57659984,-8765
3013,METROPOLITANA DE SANTIAGO,2792,SAN JOSE DE MAIPO,7590,2878,1617,163,569,771,940,1022,APRUEBO,8929,7507,1373,.57052308,-1339
3010,DE LOS LAGOS,2731,SAN JUAN DE LA COSTA,3862,746,838,66,518,231,328,1228,APRUEBO,3177,2530,613,.40379232,685
3013,METROPOLITANA DE SANTIAGO,2787,SAN MIGUEL,52595,19836,12313,1019,2404,3616,8226,5296,APRUEBO,57222,46402,10624,.54684609,-4627
3016,DE ÑUBLE,2846,SAN NICOLAS,5432,785,1849,47,691,403,640,906,APRUEBO,4741,3334,1352,.41385636,691
3010,DE LOS LAGOS,2732,SAN PABLO,4874,757,1566,55,544,254,454,1168,APRUEBO,4091,2941,1111,.41483209,783
3013,METROPOLITANA DE SANTIAGO,2804,SAN PEDRO,3634,671,1332,34,312,195,483,541,APRUEBO,3029,2374,629,.36684453,605
3002,DE ANTOFAGASTA,2514,SAN PEDRO DE ATACAMA,3310,849,453,66,1103,215,187,370,APRUEBO,3337,2911,398,.4813799,-27
3008,DEL BIOBIO,2649,SAN PEDRO DE LA PAZ,47269,9865,14414,489,7277,2926,6603,4764,APRUEBO,49632,36103,13305,.56481284,-2363
3007,DEL MAULE,2621,SAN RAFAEL,4168,590,1183,38,738,369,548,627,APRUEBO,3756,2935,796,.45366678,412
3013,METROPOLITANA DE SANTIAGO,2788,SAN RAMON,34131,10640,6372,805,3597,4745,3470,4060,APRUEBO,45247,38971,5951,.54305488,-11116
3008,DEL BIOBIO,2670,SAN ROSENDO,1933,313,510,13,431,204,134,282,APRUEBO,1958,1591,351,.44624147,-25
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,2595,SAN VICENTE,18940,4515,4736,218,2040,1237,2779,3166,APRUEBO,19897,16379,3426,.4927274,-957
3008,DEL BIOBIO,2671,SANTA BARBARA,5200,645,2082,47,865,225,583,670,APRUEBO,4658,3257,1350,.35152888,542
3006,DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,2611,SANTA CRUZ,13586,3011,3809,130,1291,664,2537,2053,APRUEBO,13556,10240,3232,.43089169,30
3008,DEL BIOBIO,2650,SANTA JUANA,5417,886,2155,71,807,341,424,638,APRUEBO,5142,3541,1532,.4089607,275
3005,DE VALPARAISO,2574,SANTA MARIA,5892,1149,1343,59,1141,449,770,1017,APRUEBO,6466,5345,1085,.54149204,-574
3013,METROPOLITANA DE SANTIAGO,2758,SANTIAGO,135888,53470,34443,3062,5746,7131,18641,12576,APRUEBO,149864,119139,30128,.44303682,-13976
3005,DE VALPARAISO,2568,SANTO DOMINGO,7464,1281,3000,58,503,395,1333,828,APRUEBO,6623,4003,2583,.60717565,841
3002,DE ANTOFAGASTA,2510,SIERRA GORDA,644,102,131,5,234,61,27,79,APRUEBO,856,749,104,.26942515,-212
3013,METROPOLITANA DE SANTIAGO,2805,TALAGANTE,31310,8298,8109,460,3808,2996,3722,3668,APRUEBO,34530,27786,6577,.59753895,-3220
3007,DEL MAULE,2612,TALCA,91182,22153,25368,929,13421,5817,12867,11031,APRUEBO,96924,74989,21587,.53982365,-5742
3008,DEL BIOBIO,2651,TALCAHUANO,63917,13213,18975,866,13156,4567,6102,6191,APRUEBO,67865,51933,15589,.51023465,-3948
3002,DE ANTOFAGASTA,2511,TALTAL,3650,851,720,56,906,273,188,602,APRUEBO,4665,4072,565,.44869331,-1015
3009,DE LA ARAUCANIA,2675,TEMUCO,120825,23413,47023,1216,15090,6777,14178,12020,APRUEBO,117020,78332,38159,.49539065,3805
3007,DEL MAULE,2632,TENO,9920,1684,3127,105,1436,779,1377,1228,APRUEBO,10365,8028,2258,.42044625,-445
3009,DE LA ARAUCANIA,2691,TEODORO SCHMIDT,6528,749,2667,46,656,302,995,911,APRUEBO,4819,3026,1742,.34500751,1709
3003,DE ATACAMA,2519,TIERRA AMARILLA,5072,849,737,45,1616,279,318,1163,APRUEBO,5785,5084,660,.45329887,-713
3013,METROPOLITANA DE SANTIAGO,2795,TILTIL,7106,1980,1741,106,968,643,906,767,APRUEBO,8051,6788,1213,.56030345,-945
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,2755,TIMAUKEL,171,24,71,1,22,23,19,8,APRUEBO,94,63,30,.11338963,77
3008,DEL BIOBIO,2660,TIRUA,3844,581,1936,57,322,140,234,483,APRUEBO,3094,2100,938,.33985275,750
3002,DE ANTOFAGASTA,2515,TOCOPILLA,8393,1507,1188,105,3445,651,477,923,APRUEBO,10288,9211,1023,.46047679,-1895
3009,DE LA ARAUCANIA,2692,TOLTEN,4582,565,1858,44,452,254,645,631,APRUEBO,3398,2126,1213,.32217374,1184
3008,DEL BIOBIO,2652,TOME,23016,4959,6873,259,3805,1424,2073,3324,APRUEBO,23520,17846,5527,.47347951,-504
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,2757,TORRES DEL PAINE,610,123,161,4,74,67,42,123,APRUEBO,592,472,114,.34140715,18
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,2744,TORTEL,215,67,39,8,14,15,20,35,APRUEBO,207,184,23,.37912089,8
3009,DE LA ARAUCANIA,2705,TRAIGUEN,8025,1273,3830,105,519,430,753,991,APRUEBO,6402,4144,2189,.34276223,1623
3016,DE ÑUBLE,2841,TREHUACO,2694,398,905,20,338,117,310,557,APRUEBO,2115,1569,528,.35951045,579
3008,DEL BIOBIO,2672,TUCAPEL,5803,830,1820,53,1148,305,584,939,APRUEBO,5257,3939,1267,.40775794,546
3014,DE LOS RIOS,2810,VALDIVIA,70258,21114,19546,1092,8081,4257,7403,8563,APRUEBO,75159,58607,16175,.54530638,-4901
3003,DE ATACAMA,2522,VALLENAR,20217,2823,2805,174,3937,526,1110,8653,APRUEBO,21075,18485,2463,.46308148,-858
3005,DE VALPARAISO,2541,VALPARAISO,129972,45641,30453,3297,13490,11383,12314,12912,APRUEBO,148145,122068,25405,.50779951,-18173
3007,DEL MAULE,2633,VICHUQUEN,2772,398,855,25,186,107,757,414,APRUEBO,2232,1566,649,.43751225,540
3009,DE LA ARAUCANIA,2706,VICTORIA,14765,1718,8465,121,1029,740,1142,1477,APRUEBO,12373,7060,5193,.37951991,2392
3004,DE COQUIMBO,2531,VICUÑA,9304,2255,1745,124,1672,537,822,1968,APRUEBO,10857,9483,1308,.46655411,-1553
3009,DE LA ARAUCANIA,2693,VILCUN,10724,1444,4473,100,1301,548,1208,1605,APRUEBO,9119,5971,3022,.38034278,1605
3007,DEL MAULE,2640,VILLA ALEGRE,5971,964,2056,42,636,396,845,937,APRUEBO,5435,3774,1628,.40202826,536
3005,DE VALPARAISO,2578,VILLA ALEMANA,51659,14351,15343,852,6545,3941,5754,4365,APRUEBO,53381,41109,12054,.54878426,-1722
3009,DE LA ARAUCANIA,2694,VILLARRICA,25135,5166,9997,288,2727,1185,2858,2567,APRUEBO,21750,15087,6534,.40446886,3385
3013,METROPOLITANA DE SANTIAGO,2789,VITACURA,61513,4483,31318,110,255,450,20971,3612,APRUEBO,60325,19746,40323,.67758656,1188
3005,DE VALPARAISO,2547,VIÑA DEL MAR,150401,41768,47235,2319,13865,9966,20935,13568,APRUEBO,160831,116886,43263,.53295738,-10430
3007,DEL MAULE,2641,YERBAS BUENAS,6443,934,2247,68,742,485,726,1070,APRUEBO,5606,3881,1675,.38514954,837
3008,DEL BIOBIO,2673,YUMBEL,8776,1381,3275,86,1361,472,794,1242,APRUEBO,7476,5246,2149,.35917833,1300
3016,DE ÑUBLE,2834,YUNGAY,6864,1181,1930,70,1351,388,681,1148,APRUEBO,6891,5262,1584,.42617679,-27
3005,DE VALPARAISO,2557,ZAPALLAR,5467,1069,1831,38,430,269,1311,467,APRUEBO,4909,3250,1643,.61727619,558
3016,DE ÑUBLE,2844,ÑIQUEN,4731,531,2000,35,518,301,610,632,APRUEBO,3259,2003,1228,.31324604,1472
3013,METROPOLITANA DE SANTIAGO,2777,ÑUÑOA,122139,48166,29425,1822,2753,4561,23081,12316,APRUEBO,125508,95362,29798,.6399374,-3369
